@relation 'academic-weka.filters.unsupervised.attribute.Remove-R1-15,21-24,27-30,33-36-weka.filters.supervised.instance.SMOTE-C0-K5-P277.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P200.0-S2-weka.filters.supervised.instance.SMOTE-C0-K5-P140.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P300.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P175.0-S3-weka.filters.supervised.instance.SMOTE-C0-K5-P120.0-S4'

@attribute debtor numeric
@attribute tuitionfeesuptodate numeric
@attribute gender numeric
@attribute scholarshipholder numeric
@attribute ageatenrollment numeric
@attribute curricularunits1stsem(approved) numeric
@attribute curricularunits1stsem(grade) numeric
@attribute curricularunits2ndsem(approved) numeric
@attribute curricularunits2ndsem(grade) numeric
@attribute target {Dropout,Enrolled,Graduate}

@data
0,1,1,0,26,0,0,0,0,Dropout
0,1,1,0,26,0,0,0,0,Dropout
0,0.344135,0.495069,0,35,4,12.534317,5,12.111758,Dropout
0,0.935501,0.325993,0,35,4,12.568565,5,11.913005,Dropout
0,1,1,0,19.590322,3,12.333333,0,0,Dropout
0,0.292579,1,0,19,3.127601,12.038684,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,1,0,0,18,7.483251,12.725117,8,13.369546,Dropout
0,1,0,0,18,7,12.859727,8,13.96086,Dropout
0.695225,0,0,0.679715,18,3,12,3.67943,10.74702,Dropout
0,0.797314,0,1,18,2.957143,11.312735,3,10.374914,Dropout
0,1,0,0.533525,19,4,12,3,11.240704,Dropout
0,1,0.401249,0.189605,19,4,11.989534,3,11,Dropout
1,0,0,0.868052,18.948899,1,10.521444,0,0,Dropout
0.239371,0.275995,0,0,19.015865,1,10,0,0,Dropout
0,0.292457,0.709126,0,23.937404,0,0,1,12,Dropout
0,0,0.96341,0,22.414873,0,0,2.829811,12,Dropout
0,1,0.576604,0,21,5,11.480207,4.56269,11,Dropout
0,1,0.803272,0,21,5,11.749329,5,11,Dropout
0.81446,0.963047,0,1,18,6,12.552331,6,11.733922,Dropout
0.825218,0.718907,0,1,18.364268,6,11.91997,5.496206,11,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0.083455,0.785945,0,0,26.685187,4.666688,11.890355,0,0,Dropout
0,1,0.423224,0,26,3.187251,11.75,0,0,Dropout
0.312436,0.108398,1,0,36,0,0,0,0,Dropout
0.661383,0.375521,1,0,36,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,0,1,0,27,0,0,0,0,Dropout
0,0,1,0,27.386895,0,0,0,0,Dropout
0,1,0.737948,0,18.557089,1,13,0,0,Dropout
0.7176,1,0.288538,0.416346,18,1,13.075071,0,0,Dropout
0,1,1,0,28,0,0,0,0,Dropout
0,1,1,0,28,0,0,0,0,Dropout
1,0,1,0,25.429292,0,0,0,0,Dropout
1,0,0.119984,0,26,0,0,0,0,Dropout
0.06863,0.982281,0.87457,0,19.786599,8.956382,13.357799,6.119922,13.462075,Dropout
0,1,0.98227,0,19.198373,8.412314,13.448459,6.44815,13.785073,Dropout
0,0.982812,1,0,21,2.635242,10.138733,3.402119,11.096558,Dropout
0,1,0.743847,0,21,3,10.297231,4,11.865882,Dropout
0,0.189669,0.186915,0,23.113693,3.069746,12.900792,3.43758,11.4255,Dropout
0,0.299577,1,0,22.344281,3,13.666667,3,11.333333,Dropout
0,1,1,0,21,0,0,0,0,Dropout
0,1,1,0,21,0,0,0,0,Dropout
1,0.401022,1,0,20.65968,1,12.62931,0,0,Dropout
1,0.982913,1,0,20.151577,1,12.079598,0,0,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,0,1,0,32,0,0,0,0,Dropout
0,0,0.021861,0,32,0,0,0,0,Dropout
0,1,1,0,21.65085,2,10.5,0,0,Dropout
0,1,1,0,22,2,10.5,0,0,Dropout
0,0,1,0,22,0,0,0,0,Dropout
0,0,1,0,22,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0.519883,1,0,0,20,0,0,0,0,Dropout
1,0.149285,0,0,20,0,0,0,0,Dropout
1,0,1,0,24.452233,0,0,0,0,Dropout
1,0,1,0,25.242808,0,0,0,0,Dropout
0.649183,1,1,0,21,0,0,0,0,Dropout
0.400186,1,1,0,21,0,0,0,0,Dropout
0,1,0.281025,0.85565,21.639926,4,10.5,1,11,Dropout
0,1,0.554172,0,21.612244,4,11.044557,1.513672,10.937907,Dropout
0,1,0.004995,0,58.093669,0,0,0,0,Dropout
0,0.534695,0.911926,0,57.272927,0,0,0,0,Dropout
0,0,0,0,18,0,0,0,0,Dropout
0,0,0,0,18,0,0,0,0,Dropout
0,1,0.095826,0,23.820689,5.457764,11.96662,5.440326,12.691818,Dropout
0,1,0,0,24,5.660647,11.896974,5,12.131947,Dropout
0,1,0.432924,0,18,4.985377,11.968963,5,11.640814,Dropout
0,1,0,0,18,5,12.137792,5,10.661721,Dropout
0,1,0,0,20,3.622756,12.261394,1.188495,10.028475,Dropout
0,0.182052,0,0,19.146149,3.304389,11.822529,1,10,Dropout
0.650209,0,0.88201,0,25.395675,5.339588,13.03783,3.92104,14.153699,Dropout
1,0.84715,1,0,24.415349,5.731594,13.098169,2.787123,13.577109,Dropout
1,0,1,0,26,0,0,0,0,Dropout
1,0.377588,1,0,26,0,0,0,0,Dropout
0,0,1,0,18,0,0,0,0,Dropout
0,0,1,0,18,0,0,0,0,Dropout
0,0,1,0,18,0,0,0,0,Dropout
0,0,1,0,18,0,0,0,0,Dropout
0,1,1,0.395033,18,4.330878,12.250181,3,12.810364,Dropout
0,1,1,1,18,4,12.143384,2.92211,12.404961,Dropout
0,1,1,0,20.597041,3,11.267308,3.987168,12.89613,Dropout
0,1,1,0,20,3.779058,12.336713,3,13.627731,Dropout
0,1,0.00683,0,18,6,11.906615,5.03006,12.316594,Dropout
0,1,0.978785,0,18,6,11.886875,5.012551,12.25602,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0.059183,19,0,0,0,0,Dropout
0,1,1,0.011286,19,0,0,0,0,Dropout
0,0,1,0,20,0,0,0,0,Dropout
0,0,1,0,20,0,0,0,0,Dropout
0,1,1,0,24.139032,3.254995,11.028545,4,11.6432,Dropout
0,0.743581,1,0,23.92821,3.254821,10.356652,3.868919,12.412339,Dropout
0,1,1,0,22.43654,2.020422,11.947496,1.050135,10,Dropout
0,0.576175,1,0,22.251751,2.039345,12.685382,1.454474,10.383007,Dropout
0,1,1,0,20,3.076889,10.868697,0,0,Dropout
0,0.844528,1,0,20.927599,3,11,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
1,0.260808,1,0,34.317208,2,11.75344,2,11.166855,Dropout
1,0.973064,1,0,33.502784,2.324758,11.614581,2,11.5,Dropout
0.604245,0,1,0,25.472875,2.428003,12.773815,0,0,Dropout
0.340797,0.42837,1,0,24.932663,2.986159,14.63559,0,0,Dropout
0,1,1,0.333332,20,4,12.830088,0,0,Dropout
0,1,1,0.828482,20,3.065199,12.602764,0,0,Dropout
0,1,1,0.075318,22,5.116292,12.228149,5.025075,13.837642,Dropout
0,1,0.729734,0.450054,22.13976,5.07187,11.878748,5,13.526017,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,1,0.208818,0,19.987101,4,10.714516,2,10.5,Dropout
0,1,1,0,20.595417,4,11.49507,2,10.5,Dropout
1,0.902106,1,0,24,0,0,0,0,Dropout
1,0.191645,1,0,24,0,0,0,0,Dropout
0.60745,1,1,0,19.512045,1.010768,11.053916,0,0,Dropout
0.782226,1,1,0,19.923096,1.354814,11.972614,0,0,Dropout
0,0.629873,0.058782,0,19,3,11.962794,3,12,Dropout
0.610908,0,0,0,19,3,10.875423,3.651181,12.241768,Dropout
0,1,0.29014,0,39,0,0,0,0,Dropout
0,0.795953,0,0,39,0,0,0,0,Dropout
0,0,1,0,22,0,0,0,0,Dropout
0,0,1,0,22,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,0,0,0,39.784791,0,0,0,0,Dropout
0.820165,0,0,0,39,0,0,0,0,Dropout
1,0,1,0,24.361697,0,0,0,0,Dropout
1,0,1,0,24,0,0,0,0,Dropout
0,1,0.339933,0.820133,27,1,10,0,0,Dropout
0,1,1,0,27,1,10.99941,0,0,Dropout
0,1,1,0,20,3.501149,12.781897,0,0,Dropout
0,1,1,0,20,3.934926,12.337265,0,0,Dropout
0,1,0.262983,0,21,5,11.352887,4,10.852146,Dropout
0,1,1,0,21,5,11.304308,4.287276,11,Dropout
1,0,1,0,19,6,12.601598,4.926185,12.157896,Dropout
1,0,0.945013,0,18.625151,5.877064,12.428594,4,12.200466,Dropout
1,0.65766,0.585572,0,23.839885,6.217747,11.522394,6.03178,11.511402,Dropout
0.91922,0.284266,0.336923,0,23,6.376261,11.947408,7,12.056037,Dropout
0,1,0,0,27,0,0,0,0,Dropout
0,1,0,0,27,0,0,0,0,Dropout
1,0.300186,0,0,20,2,12,3.685416,11.289775,Dropout
1,0,0,0,20,2.521023,11.95936,3,11.787864,Dropout
0,0,0,0,32,0,0,0,0,Dropout
0,0,0,0,32,0,0,0,0,Dropout
0,1,0,0,18.240007,3,11.666667,3.850867,10.748911,Dropout
0,1,0,0,18.804776,3,11.666667,3.878391,10.788928,Dropout
0,1,0,0,41,0,0,0,0,Dropout
0,0.997752,0,0,41,0,0,0,0,Dropout
0,1,0,0,37.828432,1.576413,10.708741,0,0,Dropout
0,1,0.52914,0,36.692168,1,11.40949,0,0,Dropout
0,1,0.453321,0,35,0,0,0,0,Dropout
0,1,1,0,34.048885,0,0,0,0,Dropout
0,0.532946,0,0,26.756927,4,11.484645,3,11.948922,Dropout
0,1,0.519232,0,27.604467,3.486542,12.218431,3,11.981199,Dropout
0.957673,0,0,0,39,0,0,0,0,Dropout
0,0.865938,0,0,39,0,0,0,0,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,0,0,37,0,0,0,0,Dropout
0,1,0,0,37,0,0,0,0,Dropout
0.739712,0,1,0,38,0,0,0,0,Dropout
1,0,1,0,38,0,0,0,0,Dropout
0,0,0.143005,0,53.930951,0,0,0,0,Dropout
0.572401,0,1,0,52.601317,0,0,0,0,Dropout
0.488175,0.079449,0,0,28,4.860748,12.967567,4,11.945998,Dropout
1,0,0.163433,0,28.817402,4.04657,12.154982,4,11.767393,Dropout
0,1,0,0,45.77689,4.959033,10.470285,3.843831,13.575381,Dropout
0,1,0.06268,0,44.16452,5,12.015392,4.077013,13.167247,Dropout
1,0,0,0,18,3,12.437055,3.496106,11.597765,Dropout
0.301404,0.362446,0,0,18,3,12.975148,2.890046,12,Dropout
0.378104,0.73189,0.252246,0,36.338941,0,0,1,10.20655,Dropout
0,1,0.855929,0,36.734354,0,0,1,10.314812,Dropout
0,1,0,0.095896,21,5,12,5,11.179324,Dropout
0,1,0,0.241543,21,5,11.680496,5,11.106936,Dropout
0,1,1,0,18.615143,1.288012,10.218404,1,12,Dropout
0,1,1,0,19.524823,2.57904,10.351526,1,11.117924,Dropout
0,1,1,0,23.141017,1,10.372666,0,0,Dropout
0,1,0.593374,0,23.470388,1.756743,11,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
1,0,1,0.638205,19,0,0,0,0,Dropout
1,0.2916,0.543825,1,19,0,0,0,0,Dropout
0,1,1,0.591421,18,4,12.184507,5,11.830339,Dropout
0,1,0.994172,0,18,4,12.05073,5,11.601715,Dropout
0.016058,1,1,0,18.942819,4,11.017033,3,11.30099,Dropout
1,1,1,0,19.550519,4,11.067889,3,10.667174,Dropout
1,0,1,0,27.209842,1.031167,11.158298,0,0,Dropout
0.320135,0,1,0,26.417587,2.02537,11.858697,0,0,Dropout
0,1,0.547562,0,18,3,11.73435,2,12.047051,Dropout
0,1,1,0,18,3,11.231881,1.30558,12.333627,Dropout
0,0,0,0,37,0,0,0,0,Dropout
0,0.416402,0,0,37,0,0,0,0,Dropout
0,1,0,0,26.629723,3.896478,12.338706,2.700144,11.478781,Dropout
0,1,0,0,26,3,13.761963,2.192941,11.712551,Dropout
0.640812,0.178528,0,0,24.413897,5,11.364276,5,11.916593,Dropout
0,1,0,0,24,5.321597,11.551217,5,12.222948,Dropout
0,1,0,0.684476,19,6,13.132855,6,13.024451,Dropout
0,1,0,1,19.532053,6,13.103111,6,13.048043,Dropout
0.848038,0,0.193936,0,49.095536,5.783913,10.892828,4.665497,11.244167,Dropout
0,0.675044,0.08927,0,49.01378,5.898202,10.461522,4,11.584757,Dropout
0,1,0.118159,0,47,5.79734,12.203683,4.488124,11.67066,Dropout
0,1,0.027007,0,47,5.13907,11.542207,4.598936,11.676763,Dropout
0,1,0.705223,0,25.314835,10.853826,11.04471,10.707779,11.482631,Dropout
0,1,0.065994,0,24.434241,10.516475,10.852901,9.702199,11.383701,Dropout
0,0.662856,0,0,44.549854,1,11.0792,0,0,Dropout
0.693823,0,0.371173,0,45.060583,1.521397,11.509724,0,0,Dropout
0,1,0.361832,0,31.795745,4.538733,11.809818,4,11.568367,Dropout
0,1,0.939831,0,31.901044,4.871401,12.033219,4,11.633911,Dropout
0,0,1,0,20,3.063092,12.547129,3.100803,12.343999,Dropout
0,0,1,0,20,3.281622,12.283742,3.48939,12.267986,Dropout
1,1,1,0,24,0,0,0,0,Dropout
0.734948,1,1,0,24,0,0,0,0,Dropout
0.975529,0,1,0,41.293382,0,0,0,0,Dropout
0.268008,0.153882,1,0,42,0,0,0,0,Dropout
1,1,0.455755,0,26,0,0,0,0,Dropout
1,0.902845,1,0,26,0,0,0,0,Dropout
0,1,0,0,20,4.572494,11.507489,1,10.980202,Dropout
0,1,0,0.938857,19.358103,5,11.60423,1.970625,11.158929,Dropout
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,0.836498,18.636767,7,12.732214,7,12.194949,Dropout
0,1,0,0.507495,18.679228,7,12.789704,7,12.153304,Dropout
0,1,0,0.888184,19.146679,6,13.131291,0,0,Dropout
0,1,0,0,20,5.314741,13.318753,0,0,Dropout
0.282302,0.660417,0,0,21.537158,5,11.786765,5,10.495895,Dropout
0.980023,0.002412,0,0,22.483959,4.593265,11.580374,5,10.116716,Dropout
0,0.050139,0,0,20.885746,4.551124,13.300871,4,11.894442,Dropout
0,0.156113,0,0,20.062505,4.321464,13.498781,4,11.518398,Dropout
0,0.828589,0.227246,0,18,5,10.451961,0,0,Dropout
0,0.652251,0.489815,0,18,5,10.735757,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,0.238331,0.395,0,28,3.414856,12.433777,0,0,Dropout
0.348192,0.006756,1,0,28.230879,3.904725,12.059033,0,0,Dropout
1,1,1,0,20,4.803324,12.078964,5.76841,11.919475,Dropout
0.861183,1,1,0,20,4.305545,12.001836,5,11.709986,Dropout
0,0.188235,1,0,20.707035,3,11.946163,4,12.75,Dropout
0,1,1,0,21,3,11.411468,4,12.42346,Dropout
0.792766,0.518208,0.840529,0,38.415431,2.238479,13.26423,0,0,Dropout
0.797312,0.769945,0.838971,0,38.443046,3,12.666667,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,0,1,0,19,0,0,0,0,Dropout
0,1,1,0,31,0,0,0,0,Dropout
0,1,1,0,31,0,0,0,0,Dropout
0,1,1,0,25,0,0,0,0,Dropout
0,1,1,0,25,0,0,0,0,Dropout
0,1,1,0,18,6.104824,15.690729,0,0,Dropout
0,1,0.364646,0.710466,18,6.902032,14.525847,0,0,Dropout
0,1,1,0,30,0,0,0,0,Dropout
0,1,1,0,30,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,0.884863,0.589608,0,25,4,13.153521,4,13.243655,Dropout
0.202457,0.72382,1,0,25,4,12.981515,4,13.190928,Dropout
0,0,0.975764,0,32.979087,5,11.794831,4.076983,11.161654,Dropout
0,0,0.391743,0,32.022492,5,12.100969,4.327464,11.221058,Dropout
0,0.179244,0.699781,0,23.740477,0,0,1.387414,12.367406,Dropout
0,1,0.59691,0,22.743146,0,0,2,13.820208,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,1,1,0,24,0,0,0,0,Dropout
0,1,0,0,38.778925,3.600253,11.417815,4,12.527757,Dropout
0,1,0.111225,0,36.246641,3,11.333333,4.059936,11.729193,Dropout
0,0,0,0,18,0,0,0,0,Dropout
0,0,0,0,18,0,0,0,0,Dropout
0.871404,0,1,0,20.415709,4,12.992044,3.630032,11.864245,Dropout
0,0,1,0,20,3.442162,12.875391,3,11.465356,Dropout
0.658786,0.952606,1,0,40,2.257762,10.542079,2.241359,12.22709,Dropout
0.605934,1,0.44517,0,39.157287,3,10.391295,1.004372,12.191526,Dropout
0,0.99157,0.43616,0,21,2.190675,11.225475,3,11.387111,Dropout
0,0,0.931222,0,21,2,11.183425,2.526781,10.859082,Dropout
0,0.251141,1,0,38,0,0,0,0,Dropout
0.899879,0,1,0,38,0,0,0,0,Dropout
0,1,1,0,18,4.178894,13.08997,3.297402,12.851592,Dropout
0,1,1,0,18,5,13.145312,3,12.756854,Dropout
0,1,0.494181,0,18,6,13.545348,5,13.683361,Dropout
0,1,1,0.306393,18,6,13.058959,5.759125,13.072636,Dropout
1,0.678125,0.954594,0,19,3,11.932727,2,10,Dropout
0.996619,0.279904,1,0,19,3,11.89969,2,10,Dropout
0.448011,0.443546,0.78883,0,44,1,12.552162,0,0,Dropout
1,0.169867,0.705276,0,44.212522,2.246741,13.994791,0,0,Dropout
0,1,1,0,26.708408,3.38713,10.924388,3,10.027321,Dropout
0,0.823469,0.130669,0,26,4,11.39691,3,10.51291,Dropout
1,0,0.780371,0,23.662263,5,11.695222,4,11.826142,Dropout
1,0,0.867174,0.157214,24,5,11.840645,4.917643,11.588753,Dropout
0,0,1,0,27,0,0,0,0,Dropout
0,0,1,0,27,0,0,0,0,Dropout
1,0,1,0,26.785871,0,0,0,0,Dropout
1,0,1,0,26.312517,0,0,0,0,Dropout
0,0.505499,1,0,23.516737,12.740916,11.099841,10.617128,11.719656,Dropout
0,1,1,0,27.435172,13,11.796494,9.17347,12.3733,Dropout
1,0,0.877739,0,20,0,0,0,0,Dropout
1,0,0.133354,0,20,0,0,0,0,Dropout
0,0,0.794621,0,21.994046,2.503913,12.640831,0,0,Dropout
0,0.276272,0,0,21.704856,2.491204,12.619953,0,0,Dropout
0,1,0,1,18,0,0,0,0,Dropout
0,1,0,1,18,0,0,0,0,Dropout
0,1,0,0,26,0,0,0,0,Dropout
0,1,0,0,26,0,0,0,0,Dropout
0.10238,0.270579,0.537489,0,28.11007,3,14.304448,1,12.139061,Dropout
1,0.214256,0,0,29,3.574663,13.838049,1.478674,13.191189,Dropout
0,1,1,0,27,0,0,0,0,Dropout
0,1,1,0,27,0,0,0,0,Dropout
0,0,1,0,20,0,0,0,0,Dropout
0,0,1,0,20,0,0,0,0,Dropout
1,1,1,0,34.071021,6.17269,11.193876,5.099252,11.800104,Dropout
0.912215,0.542361,0.143069,0,35,4.539078,12.499964,5,11.901144,Dropout
0.170559,1,1,0,27,7.295366,14.779545,6.786664,15.115085,Dropout
0,1,1,0,26.76556,6.844603,15.586952,6.044554,15.677321,Dropout
0,1,1,0,27.527015,7,15.471557,7.612034,15.639949,Dropout
0,1,1,0,27.561925,6.524472,13.801849,6.15458,15.337378,Dropout
0,0.675294,1,0,42,0,0,0,0,Dropout
0,1,1,0,42,0,0,0,0,Dropout
0,1,1,0,22.817434,4.215343,11.600457,0,0,Dropout
0,1,1,0,22.248056,4.72492,11.446952,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0.808121,1,1,0,28.707123,2.930931,11.560158,2.4163,13.256437,Dropout
0.097838,0.559785,1,0,29,2.81219,11.206753,1.363443,13.224071,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,1,0,0.968294,18,2.225108,14.887875,1.813871,10.677322,Dropout
0,1,0,0.377969,18,2.006055,14.778983,2.920367,11.314455,Dropout
0.03843,0.118332,0,0,39.384234,4.261389,12.396779,3.097845,12.775136,Dropout
0.075012,0.943934,0.051497,0.56512,40,5.782998,12.557376,3.493694,12.901122,Dropout
1,0,0,0.324402,20.94727,2.490781,12.407581,0,0,Dropout
0.209693,0.260151,0.87848,0,20,3,12.333333,0,0,Dropout
0,1,1,0,18,5,12.054274,5.06805,12.049651,Dropout
0,1,1,0,18,5.824612,12.234914,5,12.273588,Dropout
0.469284,1,0.749855,0,22,6,11.861671,3.074179,11.954227,Dropout
0,1,0.556265,0.044172,22,5.722294,11.96263,4.003372,11.140066,Dropout
1,0,0.787208,0,38.616824,0,0,0,0,Dropout
1,0,1,0,38,0,0,0,0,Dropout
0,0.832511,1,0,33,0,0,0,0,Dropout
0,1,1,0,32.700919,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,0.040358,0,44.18567,4.247871,12.36867,3.008649,12.173548,Dropout
0,1,1,0,44,4.562365,11.759913,5,12.589043,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,20,0,0,0,0,Dropout
1,0,0,0,19.780357,0,0,0,0,Dropout
1,0,0,0,19,0,0,0,0,Dropout
0,1,0,0,18,7,13.769581,8,14.935653,Dropout
0,1,0,0,18,7,13.034236,8,14.748451,Dropout
0,1,0,0,23.689254,2,11.153372,2,10.906501,Dropout
0,1,0,0,23.40119,2,10.306708,2,10.513432,Dropout
1,0,0.526817,0,28,0,0,0,0,Dropout
1,0,0.749363,0,28,0,0,0,0,Dropout
1,1,0,0,18,5,12.436246,4,11.921332,Dropout
1,0.800101,0,0,18,5,12.850289,4,11.720149,Dropout
0,0,0,0.139959,19.644516,2.382797,10.642855,2.594185,12.295483,Dropout
0,0,0,0.239095,19,3,10.976603,3,12.025276,Dropout
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,0,18,0,0,0,0,Dropout
0,1,0.369781,0,19,2.934666,10.516569,0,0,Dropout
0,1,0.829136,0,19,2.055273,10.609335,0,0,Dropout
0,1,1,0.348049,18.282247,4,11.27203,2,12.712465,Dropout
0,1,1,0,19,4,11.613096,2,12.729049,Dropout
0,1,1,0,19.575153,6,13.782715,4.608812,12.594579,Dropout
0,1,1,0,19.430085,6,13.803463,4.62587,12.734472,Dropout
0,0.069044,1,0,40.209241,3.959956,10.709524,2.095591,10.565761,Dropout
0,0.634907,1,0,40.560027,2.47648,10.720285,2.229063,10.599157,Dropout
0,0,1,0,23,0,0,0,0,Dropout
0,0.458351,1,0,23,0,0,0,0,Dropout
0,1,0.231478,0,18,4.227702,13.004073,5,14.11759,Dropout
0,1,0.313129,0,18,5.807552,13.203966,5,14.644157,Dropout
0.338649,0.762395,0.046775,0,34.073433,2.679797,11.421267,2,10.153656,Dropout
1,0.12266,1,0,33.718245,2,11.72374,2,11.147046,Dropout
0.139239,0,1,0,34,0,0,0,0,Dropout
0,0.381866,1,0,34,0,0,0,0,Dropout
0.163384,1,1,0,30,0,0,0,0,Dropout
0.967652,1,1,0,30,0,0,0,0,Dropout
0,0.736732,1,0,20.44606,2,10.5,0,0,Dropout
0,0.9483,1,0,19.691373,2,10.699682,0,0,Dropout
0,1,0.19696,1,26,0,0,0,0,Dropout
0,1,1,1,25.762259,0,0,0,0,Dropout
0,0.778721,1,0,26,2,11.621275,0,0,Dropout
0,0.689397,0.448148,0,25.351059,2,10.5,0,0,Dropout
0.811649,0,1,0,31.67031,0,0,0,0,Dropout
0.884714,0,1,0,31.149525,0,0,0,0,Dropout
1,0,1,0,23,0,0,0,0,Dropout
1,0.396911,1,0,23,0,0,0,0,Dropout
0,1,0.464397,0.833546,19.131132,1,13,0,0,Dropout
0,0.693876,1,0.630434,19.450896,1,12.251546,0,0,Dropout
0,1,1,0,29,0,0,0,0,Dropout
0,1,1,0,29,0,0,0,0,Dropout
0,1,1,0,37,0,0,0,0,Dropout
0,1,1,0,37,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
1,0,0.059953,0.812062,18,0,0,0,0,Dropout
1,0,0.58232,0.654542,18,0,0,0,0,Dropout
0,0.074134,1,0,34.761348,4.641368,12,3,10.881342,Dropout
0,1,1,0,34.36787,4,11.953475,2.372062,10.366422,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,0,1,0,30.538086,5.578533,12.019093,4.717658,11.048185,Dropout
0,0,1,0,30.08659,5.24688,12.066737,4.124851,11.426476,Dropout
0.43384,0.90631,0.39793,0,51,0,0,0,0,Dropout
1,0,0.498798,0,50.534794,0,0,0,0,Dropout
0,1,0,0,18,4,12.770438,0,0,Dropout
0,1,0,0,18,4,12.423409,0,0,Dropout
1,0,0,0,18,5,12.2,4,11.635971,Dropout
1,0,0,0,18,5,12.386566,4.211968,11.484644,Dropout
0.752673,0.053,0,0,18,2.975797,10.982799,0,0,Dropout
0.639644,0.156129,0,0,18,2.447281,10.854476,0,0,Dropout
0.755236,1,0,0.287423,18.385014,1,13.859797,0,0,Dropout
0.925056,0.949524,0.728253,0.945982,18,1.785389,13.010244,0,0,Dropout
0,1,0,0.409287,23.662591,5.29299,13.274404,1.942453,12.642154,Dropout
0,1,0,0,23.500312,5,12.813484,2.200289,11.743727,Dropout
0,1,0,0.066622,19,6,13.800041,6,13.640088,Dropout
0,1,0,0.901978,19,6,13.261797,6,13.107651,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,0,0,0,19,0,0,0,0,Dropout
0,0,0,0,19,0,0,0,0,Dropout
0,1,0,0.722125,19,4.81776,11.139094,6,11.573358,Dropout
0,1,0,0,19.132989,5,10.950081,6,11.590543,Dropout
0,1,0,1,19,5.774695,11.292099,5,12.614976,Dropout
0,1,0,0.820348,19,5.283191,11.209676,4.211647,13.416471,Dropout
0,1,0,0,21,9.879874,13.390837,9.702751,11.605978,Dropout
0,1,0,0,20.924273,11.720039,12.175799,10,11.863634,Dropout
0,1,0,0,34.120402,0,0,0,0,Dropout
0,1,0,0,34,0,0,0,0,Dropout
0,1,0,0.743281,20,0,0,0,0,Dropout
0,1,0,1,19.41235,0,0,0,0,Dropout
0,1,0.432976,0,24,1,10,0,0,Dropout
0,1,0.293726,0,24,1,10,0,0,Dropout
1,0,0.194769,0,24.239449,6,11.353413,3.171067,10.726896,Dropout
1,0,0.179202,0,24.377826,6,11.323966,3.296226,11.616742,Dropout
